league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ITA-Serie B,2425,Carrarese,Marco Bleve,ITA,GK,28.0,1995.0,24,24,2092,23.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Carrarese,Marco Imperiale,ITA,DF,25.0,1999.0,36,36,3212,35.7,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Carrarese,Mateo Scheffer Bracco,ARG,DF,19.0,2004.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Carrarese,Mattia Finotto,ITA,FW,31.0,1992.0,37,25,2155,23.9,6,1,7,6,0,0,0,0,0.25,0.04,0.29,0.25,0.29
ITA-Serie B,2425,Carrarese,Mauro Coppolaro,ITA,DF,27.0,1997.0,17,13,1172,13.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Carrarese,Niccolò Belloni,ITA,MF,30.0,1994.0,21,6,678,7.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Carrarese,Niccolò Chiorra,ITA,GK,23.0,2001.0,2,1,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Carrarese,Nicola Ravaglia,ITA,GK,35.0,1988.0,2,1,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Carrarese,Nicolás Schiavi,ARG,MF,29.0,1995.0,35,35,2732,30.4,6,2,8,3,3,4,8,0,0.2,0.07,0.26,0.1,0.16
ITA-Serie B,2425,Carrarese,Riccardo Palmieri,ITA,"MF,FW",29.0,1995.0,9,3,261,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Carrarese,Samuel Giovane,ITA,MF,21.0,2003.0,31,22,1935,21.5,1,4,5,1,0,0,8,0,0.05,0.19,0.23,0.05,0.23
ITA-Serie B,2425,Carrarese,Simone Della Latta,ITA,MF,31.0,1993.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Carrarese,Simone Zanon,ITA,"MF,DF",22.0,2001.0,35,30,2363,26.3,1,4,5,1,0,0,3,0,0.04,0.15,0.19,0.04,0.19
ITA-Serie B,2425,Carrarese,Steven Shpendi,ALB,"MF,FW",21.0,2003.0,25,16,1551,17.2,4,1,5,4,0,0,4,0,0.23,0.06,0.29,0.23,0.29
ITA-Serie B,2425,Carrarese,Tommaso Milanese,ITA,MF,22.0,2002.0,9,2,265,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Carrarese,Vincenzo Fiorillo,ITA,GK,34.0,1990.0,12,12,1010,11.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Catanzaro,Andrea Ceresoli,ITA,"MF,DF",21.0,2003.0,7,6,430,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Catanzaro,Andrea La Mantia,ITA,"FW,MF",33.0,1991.0,14,5,474,5.3,1,1,2,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38
ITA-Serie B,2425,Catanzaro,Demba Seck,SEN,MF,23.0,2001.0,18,2,400,4.4,0,1,1,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23
ITA-Serie B,2425,Catanzaro,Enrico Brignola,ITA,MF,25.0,1999.0,6,2,230,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Catanzaro,Federico Bonini,ITA,DF,22.0,2001.0,36,36,3164,35.2,8,4,12,8,0,0,4,0,0.23,0.11,0.34,0.23,0.34
ITA-Serie B,2425,Catanzaro,Filippo Pittarello,ITA,FW,27.0,1996.0,33,13,1493,16.6,2,0,2,2,0,0,6,0,0.12,0.0,0.12,0.12,0.12
ITA-Serie B,2425,Catanzaro,Giacomo Quagliata,ITA,MF,24.0,2000.0,15,14,1222,13.6,2,4,6,2,0,0,1,1,0.15,0.29,0.44,0.15,0.44
ITA-Serie B,2425,Catanzaro,Giovanni Volpe,ITA,FW,22.0,2002.0,2,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Catanzaro,Ilias Koutsoupias,GRE,MF,23.0,2001.0,11,7,588,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Catanzaro,Jacopo Petriccione,ITA,MF,29.0,1995.0,34,30,2534,28.2,0,3,3,0,0,0,6,0,0.0,0.11,0.11,0.0,0.11
ITA-Serie B,2425,Catanzaro,Luka Krajnc,SVN,DF,29.0,1994.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Catanzaro,Mamadou Coulibaly,SEN,MF,25.0,1999.0,22,3,530,5.9,1,0,1,1,0,0,3,0,0.17,0.0,0.17,0.17,0.17
